CALLE,SUPERFICIE,PRECIOUSD,PRECIOPESOS,USDM2,ANTIG,EN_GALERIA,COTIZ,TRIMESTRE,BARRIO,COMUNA
"UGARTE, MANUEL 1500",687,4000000,252000000,5822,40,NO,63,PRIMER,BELGRANO,13
"UGARTE, MANUEL 1708",75,425000,26775000,5667,1,NO,63,PRIMER,BELGRANO,13
VIDAL 1800,50,200000,12600000,4000,7,NO,63,PRIMER,BELGRANO,13
VUELTA DE OBLIGADO 1973,22,61000,3843000,2773,45,NO,63,PRIMER,BELGRANO,13
ZAPIOLA 1790,48,99000,6237000,2062,40,SI,63,PRIMER,BELGRANO,13
ZAPIOLA 2000,12,18000,1134000,1500,0,NO,63,PRIMER,BELGRANO,13
"BALBIN, RICARDO, DR. 2700",160,1250000,78750000,7812,35,NO,63,PRIMER,COGHLAN,12
"BALBIN, RICARDO, DR. 2811",33,62000,3906000,1879,35,NO,63,PRIMER,COGHLAN,12
"BALBIN, RICARDO, DR. 3000",125,259000,16317000,2072,40,NO,63,PRIMER,COGHLAN,12
"BALBIN, RICARDO, DR. 3400",1120,2500000,157500000,2232,0,NO,63,PRIMER,COGHLAN,12
"BALBIN, RICARDO, DR. 3400",25,90000,5670000,3600,35,NO,63,PRIMER,COGHLAN,12
"FREIRE, RAMON, CAP. GRAL. 2800",26,95000,5985000,3654,20,NO,63,PRIMER,COGHLAN,12
MELIAN 3500,260,620000,39060000,2385,0,NO,63,PRIMER,COGHLAN,12
MONROE 3728,85,135000,8505000,1588,70,NO,63,PRIMER,COGHLAN,12
"RIVERA, PEDRO I., Dr. 4000",53,82000,5166000,1547,0,NO,63,PRIMER,COGHLAN,12
"UGARTE, MANUEL 3500",85,209000,13167000,2459,45,NO,63,PRIMER,COGHLAN,12
"UGARTE, MANUEL 3800",226,330000,20790000,1460,0,NO,63,PRIMER,COGHLAN,12
"ALVAREZ, THOMAS 1000",186,415000,26145000,2231,5,NO,63,PRIMER,COLEGIALES,13
"ALVAREZ, THOMAS 1002",162,79000,4977000,488,5,NO,63,PRIMER,COLEGIALES,13
"ALVAREZ, THOMAS 1300",257,420000,26460000,1634,40,NO,63,PRIMER,COLEGIALES,13
"ALVAREZ, THOMAS 300",37,180000,11340000,4865,10,NO,63,PRIMER,COLEGIALES,13
AMENABAR 1200,49,195000,12285000,3980,0,NO,63,PRIMER,COLEGIALES,13
AMENABAR 800,64,150000,9450000,2344,0,NO,63,PRIMER,COLEGIALES,13
CIUDAD DE LA PAZ 1069,81,198000,12474000,2444,44,NO,63,PRIMER,COLEGIALES,13
CIUDAD DE LA PAZ 1100,82,205000,12915000,2500,0,NO,63,PRIMER,COLEGIALES,13
CIUDAD DE LA PAZ 500,97,188000,11844000,1938,35,NO,63,PRIMER,COLEGIALES,13
CONDE 1200,172,475000,29925000,2762,6,NO,63,PRIMER,COLEGIALES,13
CONDE 1400,47,95000,5985000,2021,0,NO,63,PRIMER,COLEGIALES,13
"FREIRE, RAMON, CAP. GRAL. 1300",71,115000,7245000,1620,30,NO,63,PRIMER,COLEGIALES,13
"GARCIA, TEODORO 3209",60,240000,15120000,4000,25,NO,63,PRIMER,COLEGIALES,13
"LACROZE, FEDERICO 3500",57,190000,11970000,3333,0,NO,63,PRIMER,COLEGIALES,13
"LORETO, Virrey 3600",162,180000,11340000,1111,35,NO,63,PRIMER,COLEGIALES,13
"NEWBERY, JORGE 3400",145,450000,28350000,3103,3,NO,63,PRIMER,COLEGIALES,13
"OLAGUER Y FELIU, Virrey 2400",61,215000,13545000,3525,0,NO,63,PRIMER,COLEGIALES,13
PALPA 2450,78,144999,9134937,1859,35,NO,63,PRIMER,COLEGIALES,13
SUPERI 1400,35,66000,4158000,1886,0,NO,63,PRIMER,COLEGIALES,13
ZAPIOLA 1500,340,560000,35280000,1647,20,NO,63,PRIMER,COLEGIALES,13
11 DE SEPTIEMBRE DE 1888 3100,500,920000,57960000,1840,20,NO,63,PRIMER,NUÑEZ,13
AZURDUY JUANA 2200,600,1300000,81900000,2167,0,NO,63,PRIMER,NUÑEZ,13
AZURDUY JUANA 2481,144,370000,23310000,2569,1,NO,63,PRIMER,NUÑEZ,13
CABILDO 3299,47,519000,32697000,11043,31,NO,63,PRIMER,NUÑEZ,13
CABILDO 3600,181,380000,23940000,2099,45,NO,63,PRIMER,NUÑEZ,13
CABILDO 4700,232,480000,30240000,2069,0,NO,63,PRIMER,NUÑEZ,13
CABILDO 4769,387,1296000,81648000,3349,0,NO,63,PRIMER,NUÑEZ,13
CABILDO 4800,120,650000,40950000,5417,3,NO,63,PRIMER,NUÑEZ,13
CABILDO 4900,50,155000,9765000,3100,0,SI,63,PRIMER,NUÑEZ,13
CAMPOS SALLES 2350,47,135000,8505000,2872,30,NO,63,PRIMER,NUÑEZ,13
CIUDAD DE LA PAZ 3500,354,470000,29610000,1328,0,NO,63,PRIMER,NUÑEZ,13
CONGRESO 2560,65,340000,21420000,5231,0,NO,63,PRIMER,NUÑEZ,13
CONGRESO 2580,62,350000,22050000,5645,0,NO,63,PRIMER,NUÑEZ,13
CRAMER 3600,25,69500,4378500,2780,0,NO,63,PRIMER,NUÑEZ,13
DEL LIBERTADOR 6800,260,950000,59850000,3654,0,NO,63,PRIMER,NUÑEZ,13
DEL LIBERTADOR 6800,180,980000,61740000,5444,0,NO,63,PRIMER,NUÑEZ,13
DEL LIBERTADOR 6800,180,1000000,63000000,5556,0,NO,63,PRIMER,NUÑEZ,13
DEL LIBERTADOR 8200,383,2300000,144900000,6005,0,NO,63,PRIMER,NUÑEZ,13
GUAYRA 2257,37,89000,5607000,2405,37,NO,63,PRIMER,NUÑEZ,13
IBERA 2184,58,89000,5607000,1534,0,NO,63,PRIMER,NUÑEZ,13
"LARRALDE, CRISOLOGO 2400",207,410000,25830000,1981,0,NO,63,PRIMER,NUÑEZ,13
MOLDES 3000,24,66500,4189500,2771,0,NO,63,PRIMER,NUÑEZ,13
NUNEZ 2200,24,75000,4725000,3125,30,NO,63,PRIMER,NUÑEZ,13
NUNEZ 2600,33,85000,5355000,2576,38,NO,63,PRIMER,NUÑEZ,13
"PAZ, GRAL. 600",81,280000,17640000,3457,30,NO,63,PRIMER,NUÑEZ,13
"PEDRAZA, MANUELA 1700",600,720000,45360000,1200,45,NO,63,PRIMER,NUÑEZ,13
"PEDRAZA, MANUELA 1700",450,680000,42840000,1511,80,NO,63,PRIMER,NUÑEZ,13
QUESADA 2100,39,90000,5670000,2308,40,NO,63,PRIMER,NUÑEZ,13
QUESADA 2600,170,800000,50400000,4706,18,NO,63,PRIMER,NUÑEZ,13
RAMALLO 1700,95,690000,43470000,7263,0,SI,63,PRIMER,NUÑEZ,13
VIDAL 2900,19,71000,4473000,3737,25,NO,63,PRIMER,NUÑEZ,13
"ACUÑA DE FIGUEROA, FRANCISCO 1500",37,190000,11970000,5135,1,NO,63,PRIMER,PALERMO,14
"ACUÑA DE FIGUEROA, FRANCISCO 1600",68,110000,6930000,1618,40,NO,63,PRIMER,PALERMO,14
"ALVAREZ, JULIAN 1128",189,530000,33390000,2804,60,NO,63,PRIMER,PALERMO,14
ANASAGASTI 2000,540,1500000,94500000,2778,88,NO,63,PRIMER,PALERMO,14
ARAOZ 2400,211,980000,61740000,4645,20,SI,63,PRIMER,PALERMO,14
ARCE 700,21,160000,10080000,7619,30,NO,63,PRIMER,PALERMO,14
ARENALES 3500,41,240000,15120000,5854,5,NO,63,PRIMER,PALERMO,14
AREVALO 1400,24,108000,6804000,4500,21,NO,63,PRIMER,PALERMO,14
AREVALO 2800,210,990000,62370000,4714,0,NO,63,PRIMER,PALERMO,14
AREVALO 2800,216,1100000,69300000,5093,0,NO,63,PRIMER,PALERMO,14
ARMENIA 1933,90,650000,40950000,7222,2,SI,63,PRIMER,PALERMO,14
ARMENIA 2000,74,490000,30870000,6622,0,NO,63,PRIMER,PALERMO,14
ARMENIA 2031,240,680000,42840000,2833,9,NO,63,PRIMER,PALERMO,14
ARMENIA 2300,145,450000,28350000,3103,4,NO,63,PRIMER,PALERMO,14
BAEZ 200,225,1100000,69300000,4889,0,NO,63,PRIMER,PALERMO,14
BAEZ 200,216,1100000,69300000,5093,0,NO,63,PRIMER,PALERMO,14
BAEZ 300,400,1200000,75600000,3000,0,SI,63,PRIMER,PALERMO,14
BAEZ 300,350,1400000,88200000,4000,0,NO,63,PRIMER,PALERMO,14
BERUTI 3334,150,630000,39690000,4200,0,NO,63,PRIMER,PALERMO,14
BERUTI 3336,41,130000,8190000,3171,15,NO,63,PRIMER,PALERMO,14
BONPLAND 1400,66,200000,12600000,3030,10,NO,63,PRIMER,PALERMO,14
BONPLAND 1500,41,170000,10710000,4146,10,NO,63,PRIMER,PALERMO,14
BONPLAND 1500,25,105000,6615000,4200,25,NO,63,PRIMER,PALERMO,14
BONPLAND 1600,63,229000,14427000,3635,0,NO,63,PRIMER,PALERMO,14
BONPLAND 1700,338,830000,52290000,2456,0,NO,63,PRIMER,PALERMO,14
BONPLAND 2029,45,220000,13860000,4889,0,NO,63,PRIMER,PALERMO,14
BONPLAND 2239,93,255000,16065000,2742,50,NO,63,PRIMER,PALERMO,14
BONPLAND 2287,37,220000,13860000,5946,0,NO,63,PRIMER,PALERMO,14
BONPLAND 2385,48,200000,12600000,4167,0,NO,63,PRIMER,PALERMO,14
"BORGES, JORGE LUIS 1700",35,500000,31500000,14286,0,NO,63,PRIMER,PALERMO,14
"BORGES, JORGE LUIS 1905",347,850000,53550000,2450,0,NO,63,PRIMER,PALERMO,14
"BORGES, JORGE LUIS 2100",255,790000,49770000,3098,0,NO,63,PRIMER,PALERMO,14
"BORGES, JORGE LUIS 2300",95,318000,20034000,3347,0,NO,63,PRIMER,PALERMO,14
BULNES 1400,480,670000,42210000,1396,60,NO,63,PRIMER,PALERMO,14
BULNES 1600,362,1300000,81900000,3591,80,NO,63,PRIMER,PALERMO,14
BULNES 1700,180,1100000,69300000,6111,0,NO,63,PRIMER,PALERMO,14
BULNES 1800,178,1100000,69300000,6180,20,NO,63,PRIMER,PALERMO,14
BULNES 2500,350,1400000,88200000,4000,0,NO,63,PRIMER,PALERMO,14
BULNES 2500,277,1400000,88200000,5054,0,NO,63,PRIMER,PALERMO,14
CABELLO 3400,71,354000,22302000,4986,2,NO,63,PRIMER,PALERMO,14
CABELLO 3426,71,320000,20160000,4507,1,NO,63,PRIMER,PALERMO,14
CABELLO 3600,109,800000,50400000,7339,0,NO,63,PRIMER,PALERMO,14
CABILDO 100,53,120000,7560000,2264,20,NO,63,PRIMER,PALERMO,14
CABILDO 200,57,400000,25200000,7018,0,NO,63,PRIMER,PALERMO,14
CABILDO 400,65,390000,24570000,6000,40,SI,63,PRIMER,PALERMO,14
"CABRERA, JOSE A. 3782",106,290000,18270000,2736,1,SI,63,PRIMER,PALERMO,14
"CABRERA, JOSE A. 3798",30,86000,5418000,2867,0,NO,63,PRIMER,PALERMO,14
"CABRERA, JOSE A. 5100",200,800000,50400000,4000,0,NO,63,PRIMER,PALERMO,14
"CABRERA, JOSE A. 6000",175,440000,27720000,2514,3,SI,63,PRIMER,PALERMO,14
"CAMPOS, LUIS M. 1300",127,580000,36540000,4567,30,NO,63,PRIMER,PALERMO,14
"CAMPOS, LUIS M. 800",83,510000,32130000,6145,40,NO,63,PRIMER,PALERMO,14
"CARRANZA, ANGEL JUSTINIANO 1500",130,780000,49140000,6000,0,NO,63,PRIMER,PALERMO,14
"CARRANZA, ANGEL JUSTINIANO 2235",255,800000,50400000,3137,5,NO,63,PRIMER,PALERMO,14
"CARRANZA, ANGEL JUSTINIANO 2300",94,400000,25200000,4255,0,NO,63,PRIMER,PALERMO,14
CERVIÑO 3300,100,620000,39060000,6200,20,NO,63,PRIMER,PALERMO,14
CERVIÑO 3387,50,25000,1575000,500,5,NO,63,PRIMER,PALERMO,14
CHARCAS 4400,235,639000,40257000,2719,46,NO,63,PRIMER,PALERMO,14
CHARCAS 4700,85,315000,19845000,3706,40,NO,63,PRIMER,PALERMO,14
CHARCAS 4700,65,350000,22050000,5385,44,NO,63,PRIMER,PALERMO,14
CHARCAS 4719,206,699000,44037000,3393,0,NO,63,PRIMER,PALERMO,14
CIUDAD DE LA PAZ 200,243,570000,35910000,2346,15,NO,63,PRIMER,PALERMO,14
CORDOBA 3600,1930,5500000,346500000,2850,0,NO,63,PRIMER,PALERMO,14
CORDOBA 3700,400,1200000,75600000,3000,0,NO,63,PRIMER,PALERMO,14
CORDOBA 4000,127,250000,15750000,1969,20,NO,63,PRIMER,PALERMO,14
CORDOBA 4100,180,320000,20160000,1778,4,NO,63,PRIMER,PALERMO,14
CORDOBA 4200,480,1950000,122850000,4062,35,NO,63,PRIMER,PALERMO,14
CORDOBA 4400,110,589000,37107000,5355,15,NO,63,PRIMER,PALERMO,14
CORDOBA 4500,570,1100000,69300000,1930,60,SI,63,PRIMER,PALERMO,14
CORDOBA 4500,100,430000,27090000,4300,0,NO,63,PRIMER,PALERMO,14
CORDOBA 4800,231,900000,56700000,3896,10,NO,63,PRIMER,PALERMO,14
CORDOBA 4800,89,395000,24885000,4438,25,NO,63,PRIMER,PALERMO,14
COSTA RICA 4100,35,119500,7528500,3414,35,NO,63,PRIMER,PALERMO,14
COSTA RICA 4800,340,950000,59850000,2794,50,NO,63,PRIMER,PALERMO,14
COSTA RICA 5100,252,650000,40950000,2579,0,NO,63,PRIMER,PALERMO,14
COSTA RICA 5545,220,700000,44100000,3182,4,NO,63,PRIMER,PALERMO,14
"DIAZ, CNEL. 1700",203,580000,36540000,2857,25,NO,63,PRIMER,PALERMO,14
"DUMONT, SANTOS 2459",25,105000,6615000,4200,35,NO,63,PRIMER,PALERMO,14
EL SALVADOR 4400,122,420000,26460000,3443,4,NO,63,PRIMER,PALERMO,14
EL SALVADOR 4800,140,1100000,69300000,7857,0,NO,63,PRIMER,PALERMO,14
EL SALVADOR 5500,350,710000,44730000,2029,60,NO,63,PRIMER,PALERMO,14
EL SALVADOR 5800,200,580000,36540000,2900,50,NO,63,PRIMER,PALERMO,14
FITZ ROY 2100,90,298000,18774000,3311,2,NO,63,PRIMER,PALERMO,14
FITZ ROY 2100,72,249000,15687000,3458,2,NO,63,PRIMER,PALERMO,14
FITZ ROY 2100,60,215000,13545000,3583,10,NO,63,PRIMER,PALERMO,14
FRAY JUSTO SANTAMARIA DE ORO 100,118,400000,25200000,3390,0,NO,63,PRIMER,PALERMO,14
FRAY JUSTO SANTAMARIA DE ORO 2300,31,115000,7245000,3710,45,NO,63,PRIMER,PALERMO,14
FRAY JUSTO SANTAMARIA DE ORO 2600,100,470000,29610000,4700,0,NO,63,PRIMER,PALERMO,14
FRENCH 3500,43,250000,15750000,5814,0,NO,63,PRIMER,PALERMO,14
"GARCIA, TEODORO 1800",50,200000,12600000,4000,50,NO,63,PRIMER,PALERMO,14
"GARCIA, TEODORO 1847",46,160000,10080000,3478,46,NO,63,PRIMER,PALERMO,14
GASCON 1600,21,79000,4977000,3762,40,NO,63,PRIMER,PALERMO,14
GODOY CRUZ 1700,415,900000,56700000,2169,0,NO,63,PRIMER,PALERMO,14
GODOY CRUZ 1700,125,465000,29295000,3720,10,NO,63,PRIMER,PALERMO,14
GODOY CRUZ 1700,168,790000,49770000,4702,0,NO,63,PRIMER,PALERMO,14
GORRITI 3700,42,240000,15120000,5714,5,NO,63,PRIMER,PALERMO,14
GORRITI 4100,29,120000,7560000,4138,9,NO,63,PRIMER,PALERMO,14
GORRITI 4400,65,180000,11340000,2769,0,NO,63,PRIMER,PALERMO,14
GORRITI 4600,1000,850000,53550000,850,30,NO,63,PRIMER,PALERMO,14
GORRITI 4700,96,1250000,78750000,13021,50,SI,63,PRIMER,PALERMO,14
GORRITI 4700,370,1250000,78750000,3378,40,NO,63,PRIMER,PALERMO,14
GORRITI 5900,193,600000,37800000,3109,60,NO,63,PRIMER,PALERMO,14
GUATEMALA 4400,130,309800,19517400,2383,36,NO,63,PRIMER,PALERMO,14
GUATEMALA 4549,267,1250000,78750000,4682,40,NO,63,PRIMER,PALERMO,14
GUATEMALA 5500,200,525000,33075000,2625,9,NO,63,PRIMER,PALERMO,14
GUEMES 3782,194,490000,30870000,2526,0,NO,63,PRIMER,PALERMO,14
GUEMES 3917,27,125000,7875000,4630,50,NO,63,PRIMER,PALERMO,14
GUEMES 4500,26,95000,5985000,3654,40,NO,63,PRIMER,PALERMO,14
GUEMES 4800,75,342000,21546000,4560,0,NO,63,PRIMER,PALERMO,14
GURRUCHAGA 1500,100,800000,50400000,8000,0,NO,63,PRIMER,PALERMO,14
GURRUCHAGA 1900,90,690000,43470000,7667,60,NO,63,PRIMER,PALERMO,14
GURRUCHAGA 2434,102,260000,16380000,2549,0,NO,63,PRIMER,PALERMO,14
HONDURAS 1400,97,179500,11308500,1851,6,NO,63,PRIMER,PALERMO,14
HONDURAS 3861,37,165000,10395000,4459,6,NO,63,PRIMER,PALERMO,14
HONDURAS 4153,100,179900,11333700,1799,0,NO,63,PRIMER,PALERMO,14
HONDURAS 4600,270,790000,49770000,2926,40,NO,63,PRIMER,PALERMO,14
HONDURAS 5200,200,980000,61740000,4900,50,NO,63,PRIMER,PALERMO,14
HONDURAS 5300,108,750000,47250000,6944,0,NO,63,PRIMER,PALERMO,14
HONDURAS 6000,230,590000,37170000,2565,0,NO,63,PRIMER,PALERMO,14
HUMBOLDT 1400,168,549000,34587000,3268,0,NO,63,PRIMER,PALERMO,14
HUMBOLDT 2337,252,650000,40950000,2579,0,NO,63,PRIMER,PALERMO,14
JUNCAL 3600,40,220000,13860000,5500,10,NO,63,PRIMER,PALERMO,14
LAFINUR 2900,75,385000,24255000,5133,0,NO,63,PRIMER,PALERMO,14
LAFINUR 2900,70,395000,24885000,5643,0,NO,63,PRIMER,PALERMO,14
"LAS HERAS, GRAL. 3000",277,2100000,132300000,7581,0,NO,63,PRIMER,PALERMO,14
"LAS HERAS, GRAL. 3500",160,650000,40950000,4062,0,NO,63,PRIMER,PALERMO,14
"LAS HERAS, GRAL. 3600",700,4000000,252000000,5714,0,NO,63,PRIMER,PALERMO,14
"LAS HERAS, GRAL. 3699",700,4200000,264600000,6000,0,NO,63,PRIMER,PALERMO,14
"LAS HERAS, GRAL. 3700",780,4200000,264600000,5385,0,NO,63,PRIMER,PALERMO,14
"LAS HERAS, GRAL. 3700",60,385000,24255000,6417,0,NO,63,PRIMER,PALERMO,14
MALABIA 1200,20,89200,5619600,4460,45,NO,63,PRIMER,PALERMO,14
MALABIA 1200,20,135000,8505000,6750,30,NO,63,PRIMER,PALERMO,14
MALABIA 1400,32,137000,8631000,4281,20,NO,63,PRIMER,PALERMO,14
MALABIA 1500,240,1390000,87570000,5792,8,NO,63,PRIMER,PALERMO,14
MALABIA 2000,20,89000,5607000,4450,0,NO,63,PRIMER,PALERMO,14
MALABIA 2400,200,700000,44100000,3500,10,NO,63,PRIMER,PALERMO,14
"MATIENZO, BENJAMIN,TTE. 1500",45,200000,12600000,4444,5,NO,63,PRIMER,PALERMO,14
"MATIENZO, BENJAMIN,TTE. 1500",50,230000,14490000,4600,0,NO,63,PRIMER,PALERMO,14
"MATIENZO, BENJAMIN,TTE. 1600",50,240000,15120000,4800,0,NO,63,PRIMER,PALERMO,14
"MATIENZO, BENJAMIN,TTE. 2400",65,150000,9450000,2308,0,NO,63,PRIMER,PALERMO,14
"MATIENZO, BENJAMIN,TTE. 2489",79,292300,18414900,3700,0,NO,63,PRIMER,PALERMO,14
"MATIENZO, BENJAMIN,TTE. 2500",338,2800000,176400000,8284,0,NO,63,PRIMER,PALERMO,14
MAURE 1600,34,390000,24570000,11471,20,NO,63,PRIMER,PALERMO,14
MEDRANO 1126,100,229000,14427000,2290,0,NO,63,PRIMER,PALERMO,14
MIGUELETES 700,52,240000,15120000,4615,40,NO,63,PRIMER,PALERMO,14
MIGUELETES 700,50,250000,15750000,5000,6,NO,63,PRIMER,PALERMO,14
MIGUELETES 757,70,350000,22050000,5000,0,NO,63,PRIMER,PALERMO,14
"NEWBERY, JORGE 400",243,140000,8820000,576,30,NO,63,PRIMER,PALERMO,14
NICARAGUA 4300,20,90000,5670000,4500,40,NO,63,PRIMER,PALERMO,14
NICARAGUA 4600,340,1500000,94500000,4412,9,NO,63,PRIMER,PALERMO,14
NICARAGUA 5500,127,340000,21420000,2677,0,NO,63,PRIMER,PALERMO,14
OLLEROS 2400,48,315000,19845000,6562,0,SI,63,PRIMER,PALERMO,14
ORTEGA Y GASSET 1800,185,498000,31374000,2692,4,NO,63,PRIMER,PALERMO,14
ORTIZ DE OCAMPO 2500,148,450000,28350000,3041,20,NO,63,PRIMER,PALERMO,14
ORTIZ DE OCAMPO 2600,216,350000,22050000,1620,0,NO,63,PRIMER,PALERMO,14
PARAGUAY 3800,36,140000,8820000,3889,40,NO,63,PRIMER,PALERMO,14
PARAGUAY 4200,79,190000,11970000,2405,40,NO,63,PRIMER,PALERMO,14
PARAGUAY 4300,85,210000,13230000,2471,45,NO,63,PRIMER,PALERMO,14
PARAGUAY 4500,91,260000,16380000,2857,15,NO,63,PRIMER,PALERMO,14
PARAGUAY 5100,61,300000,18900000,4918,60,NO,63,PRIMER,PALERMO,14
PARAGUAY 5200,35,189000,11907000,5400,35,NO,63,PRIMER,PALERMO,14
PARAGUAY 5300,30,350000,22050000,11667,20,NO,63,PRIMER,PALERMO,14
PAUNERO 2734,63,350000,22050000,5556,1,NO,63,PRIMER,PALERMO,14
REPUBLICA DE ESLOVENIA 1816,32,115000,7245000,3594,45,SI,63,PRIMER,PALERMO,14
REPUBLICA DE ESLOVENIA 1900,160,445000,28035000,2781,4,SI,63,PRIMER,PALERMO,14
REPUBLICA DE ESLOVENIA 1900,120,420000,26460000,3500,0,SI,63,PRIMER,PALERMO,14
REPUBLICA DE LA INDIA 3139,144,685000,43155000,4757,40,SI,63,PRIMER,PALERMO,14
REPUBLICA DOMINICANA 3300,86,510000,32130000,5930,0,SI,63,PRIMER,PALERMO,14
"SALGUERO, JERONIMO 1200",65,220000,13860000,3385,20,NO,63,PRIMER,PALERMO,14
"SALGUERO, JERONIMO 1382",48,98000,6174000,2042,40,NO,63,PRIMER,PALERMO,14
"SALGUERO, JERONIMO 1400",154,379000,23877000,2461,89,NO,63,PRIMER,PALERMO,14
"SALGUERO, JERONIMO 1604",125,600000,37800000,4800,3,SI,63,PRIMER,PALERMO,14
"SALGUERO, JERONIMO 1800",8,13000,819000,1625,0,SI,63,PRIMER,PALERMO,14
"SALGUERO, JERONIMO 1800",52,230000,14490000,4423,40,NO,63,PRIMER,PALERMO,14
SANTA FE 3500,24,30000,1890000,1250,0,NO,63,PRIMER,PALERMO,14
SANTA FE 4200,315,510000,32130000,1619,0,NO,63,PRIMER,PALERMO,14
SANTA FE 4400,60,750000,47250000,12500,30,NO,63,PRIMER,PALERMO,14
SANTA FE 4400,18,35000,2205000,1944,40,NO,63,PRIMER,PALERMO,14
SANTA FE 5000,216,1100000,69300000,5093,0,NO,63,PRIMER,PALERMO,14
SANTA FE 5051,219,1100000,69300000,5023,40,NO,63,PRIMER,PALERMO,14
SARMIENTO 3000,59,89000,5607000,1508,58,NO,63,PRIMER,PALERMO,14
SARMIENTO 3000,20,35000,2205000,1750,40,NO,63,PRIMER,PALERMO,14
SARMIENTO 4200,30,92000,5796000,3067,40,NO,63,PRIMER,PALERMO,14
"SCALABRINI ORTIZ, RAUL 1600",129,295000,18585000,2287,45,NO,63,PRIMER,PALERMO,14
"SCALABRINI ORTIZ, RAUL 1700",39,110000,6930000,2821,34,NO,63,PRIMER,PALERMO,14
"SCALABRINI ORTIZ, RAUL 1800",56,190000,11970000,3393,50,NO,63,PRIMER,PALERMO,14
"SCALABRINI ORTIZ, RAUL 1800",140,750000,47250000,5357,50,NO,63,PRIMER,PALERMO,14
"SCALABRINI ORTIZ, RAUL 2000",300,1599999,100799937,5333,0,NO,63,PRIMER,PALERMO,14
"SCALABRINI ORTIZ, RAUL 3700",93,199900,12593700,2149,40,NO,63,PRIMER,PALERMO,14
"SEGUI, JUAN FRANCISCO 3500",127,360000,22680000,2835,0,NO,63,PRIMER,PALERMO,14
SOLDADO DE LA INDEPENDEN. 1300,37,118000,7434000,3189,30,NO,63,PRIMER,PALERMO,14
SOLDADO DE LA INDEPENDEN. 700,22,160000,10080000,7273,35,NO,63,PRIMER,PALERMO,14
SOLDADO DE LA INDEPENDEN. 900,276,850000,53550000,3080,0,NO,63,PRIMER,PALERMO,14
SOLER 4477,72,205000,12915000,2847,50,NO,63,PRIMER,PALERMO,14
SOLER 6000,130,499900,31493700,3845,2,SI,63,PRIMER,PALERMO,14
SOLER 6000,150,700000,44100000,4667,0,SI,63,PRIMER,PALERMO,14
THAMES 1400,420,1200000,75600000,2857,0,NO,63,PRIMER,PALERMO,14
THAMES 1700,30,219000,13797000,7300,0,NO,63,PRIMER,PALERMO,14
THAMES 1800,150,280000,17640000,1867,0,NO,63,PRIMER,PALERMO,14
THAMES 2000,400,990000,62370000,2475,100,NO,63,PRIMER,PALERMO,14
UGARTECHE 3100,60,380000,23940000,6333,0,NO,63,PRIMER,PALERMO,14
URIARTE 1400,40,115000,7245000,2875,30,NO,63,PRIMER,PALERMO,14
URIARTE 1500,75,285000,17955000,3800,20,NO,63,PRIMER,PALERMO,14
URIARTE 1600,177,990000,62370000,5593,50,NO,63,PRIMER,PALERMO,14
URIARTE 2000,50,190000,11970000,3800,0,NO,63,PRIMER,PALERMO,14
"VEGA, NICETO, Cnel. 5500",60,155000,9765000,2583,35,NO,63,PRIMER,PALERMO,14
"VEGA, NICETO, Cnel. 5500",180,599000,37737000,3328,0,NO,63,PRIMER,PALERMO,14
"VEGA, NICETO, Cnel. 5600",139,335000,21105000,2410,0,NO,63,PRIMER,PALERMO,14
VIDT 1900,135,150000,9450000,1111,45,NO,63,PRIMER,PALERMO,14
VIDT 1900,233,450000,28350000,1931,0,NO,63,PRIMER,PALERMO,14
VIDT 1900,173,450000,28350000,2601,25,NO,63,PRIMER,PALERMO,14
VIDT 1900,50,170000,10710000,3400,0,NO,63,PRIMER,PALERMO,14
ZAPALA 100,20,79000,4977000,3950,0,NO,63,PRIMER,PALERMO,14
ZAPALA 100,20,80000,5040000,4000,0,NO,63,PRIMER,PALERMO,14
ZAPALA 187,25,82000,5166000,3280,0,NO,63,PRIMER,PALERMO,14
ZAPATA 301,85,450000,28350000,5294,0,NO,63,PRIMER,PALERMO,14
"COSSENTTINI, OLGA 1100",93,530000,33390000,5699,12,SI,63,PRIMER,PUERTO MADERO,1
"COSSENTTINI, OLGA 1300",136,950000,59850000,6985,0,NO,63,PRIMER,PUERTO MADERO,1
"COSSENTTINI, OLGA 1300",118,850000,53550000,7203,2,NO,63,PRIMER,PUERTO MADERO,1
"DEALESSI, PIERINA 1200",126,1150000,72450000,9127,0,NO,63,PRIMER,PUERTO MADERO,1
"DEALESSI, PIERINA 1300",135,950000,59850000,7037,4,NO,63,PRIMER,PUERTO MADERO,1
"DEALESSI, PIERINA 1300",118,850000,53550000,7203,4,NO,63,PRIMER,PUERTO MADERO,1
"DEALESSI, PIERINA 1300",112,1000000,63000000,8929,0,NO,63,PRIMER,PUERTO MADERO,1
LANTERI JULIETA 1700,203,480000,30240000,2365,0,NO,63,PRIMER,PUERTO MADERO,1
LANTERI JULIETA 1700,152,592000,37296000,3895,0,NO,63,PRIMER,PUERTO MADERO,1
LANTERI JULIETA 1700,637,2600000,163800000,4082,0,NO,63,PRIMER,PUERTO MADERO,1
LANTERI JULIETA 1700,167,760000,47880000,4551,0,NO,63,PRIMER,PUERTO MADERO,1
LANTERI JULIETA 1700,111,515000,32445000,4640,0,NO,63,PRIMER,PUERTO MADERO,1
LANTERI JULIETA 1700,158,740000,46620000,4684,0,NO,63,PRIMER,PUERTO MADERO,1
